,0,1,2,3,4,5,6,7
4296,2011,Ford,Edge,Limited,AWD,104661,12000,
4297,2011,Ford,Edge,SEL,FWD,119000,9995,
4298,2018,Ford,Edge,Titanium,FWD,33214,23500,
4299,2008,Ford,Edge,Limited,AWD,112669,9200,
4300,2013,Ford,Edge,Limited,FWD,102919,13753,
4301,2012,Ford,Edge,SEL,AWD,118442,11500,
4302,2013,Ford,Edge,SEL,AWD,52805,16999,
4303,2015,Ford,Edge,SEL,FWD,79295,16000,
4304,2014,Ford,Edge,SEL,AWD,84148,14885,
4305,2015,Ford,Edge,SEL,AWD,25310,22741,
4306,2014,Ford,Edge,SEL,AWD,70930,15998,
4307,2007,Ford,Edge,SE,FWD,137240,5495,
4308,2013,Ford,Edge,Limited,FWD,128832,11245,
4309,2018,Ford,Edge,Sport,AWD,5822,32991,
4310,2012,Ford,Edge,SEL,FWD,130481,9997,
4311,2013,Ford,Edge,Limited,FWD,99754,13000,
4312,2016,Ford,Edge,SEL,FWD,92064,16327,
4313,2014,Ford,Edge,SEL,AWD,78679,16295,
4314,2015,Ford,Edge,SEL,FWD,68069,17289,
4315,2015,Ford,Edge,SEL,FWD,37691,19497,
4316,2015,Ford,Edge,SEL,AWD,63148,18500,
4317,2013,Ford,Edge,Limited,AWD,99201,13597,
4318,2008,Ford,Edge,SEL,FWD,57381,10900,
4319,2015,Ford,Edge,SEL,FWD,41963,19963,
4320,2012,Ford,Edge,SEL,FWD,108349,11495,
4321,2014,Ford,Edge,SEL,AWD,59640,16900,
4322,2017,Ford,Edge,SEL,AWD,70644,18200,
4323,2013,Ford,Edge,SEL,AWD,71526,15203,
4324,2013,Ford,Edge,SEL,FWD,80906,14495,
4325,2014,Ford,Edge,SEL,AWD,62675,16995,
4326,2008,Ford,Edge,Limited,AWD,99447,9691,
4327,2014,Ford,Edge,SEL,FWD,100371,13595,
4328,2016,Ford,Edge,SEL,AWD,37461,22493,
4329,2017,Ford,Edge,Titanium,FWD,43349,21600,
4330,2015,Ford,Edge,SEL,FWD,57861,17844,
4331,2017,Ford,Edge,SE,FWD,94256,16095,
4332,2013,Ford,Edge,Limited,AWD,98323,14000,
4333,2014,Ford,Edge,SEL,AWD,38547,19400,
4334,2014,Ford,Edge,Limited,FWD,91865,14399,
4335,2008,Ford,Edge,Limited,FWD,90424,9999,
4336,2013,Ford,Edge,SEL,AWD,95200,13989,
4337,2014,Ford,Edge,Limited,FWD,105485,13482,
4338,2010,Ford,Edge,Sport,FWD,71552,12995,
4339,2013,Ford,Edge,SEL,FWD,121625,10995,
4340,2015,Ford,Edge,SE,AWD,80829,15816,
4341,2016,Ford,Edge,SEL,AWD,32514,22997,
4342,2019,Ford,Edge,Titanium,AWD,1998,33906,
4343,2015,Ford,Edge,SEL,AWD,36107,21000,
4344,2015,Ford,Edge,SEL,FWD,28955,20800,
4345,2013,Ford,Edge,Limited,FWD,83730,14160,
4346,2014,Ford,Edge,Limited,FWD,45553,17995,
4347,2008,Ford,Edge,SEL,FWD,117068,8650,
4348,2013,Ford,Edge,SEL,FWD,110074,11988,
4349,2007,Ford,Edge,SE,FWD,137478,5200,
4350,2018,Ford,Edge,Titanium,FWD,26023,24949,
4351,2013,Ford,Edge,SEL,FWD,126236,10650,
4352,2015,Ford,Edge,SEL,FWD,32299,20695,
4353,2012,Ford,Edge,SEL,AWD,117896,11450,
4354,2015,Ford,Edge,SEL,FWD,45700,19530,
4355,2013,Ford,Edge,SEL,FWD,87309,14000,
4356,2014,Ford,Edge,Limited,FWD,83843,14895,
4357,2013,Ford,Edge,SEL,FWD,127026,11207,
4358,2015,Ford,Edge,SEL,FWD,65560,17984,
4359,2015,Ford,Edge,SEL,FWD,34910,19992,
4360,2018,Ford,Edge,Titanium,FWD,36615,23000,
4361,2018,Ford,Edge,Titanium,FWD,38239,22427,
4362,2008,Ford,Edge,SE,FWD,30886,11995,
4363,2012,Ford,Edge,SEL,FWD,87838,12995,
4364,2014,Ford,Edge,Limited,FWD,78730,15996,
4365,2013,Ford,Edge,Limited,AWD,56466,17011,
4366,2014,Ford,Edge,Limited,FWD,85187,14650,
4367,2015,Ford,Edge,SEL,FWD,42350,18999,
4368,2016,Ford,Edge,SEL,FWD,75335,16898,
4369,2018,Ford,Edge,Titanium,FWD,42387,21995,
4370,2016,Ford,Edge,SEL,FWD,79679,16500,
4371,2014,Ford,Edge,SEL,FWD,106384,12895,
4372,2011,Ford,Edge,SEL,FWD,118301,10500,
4373,2011,Ford,Edge,SEL,FWD,115554,9995,
4374,2012,Ford,Edge,SEL,AWD,88045,12995,
4375,2014,Ford,Edge,Limited,FWD,98403,13784,
4376,2019,Ford,Edge,Titanium,AWD,770,33490,
4377,2016,Ford,Edge,SEL,FWD,61970,18843,
4378,2015,Ford,Edge,SEL,FWD,34968,19728,
4379,2011,Ford,Edge,SEL,FWD,107458,10800,
4380,2016,Ford,Edge,SEL,FWD,50357,20776,
4381,2013,Ford,Edge,SEL,FWD,139253,10599,
4382,2016,Ford,Edge,SEL,FWD,38164,20889,
4383,2017,Ford,Edge,SEL,FWD,35237,20977,
4384,2017,Ford,Edge,Sport,AWD,36,31902,
4385,2008,Ford,Edge,SEL,AWD,104517,9395,
4386,2012,Ford,Edge,SEL,AWD,103435,11750,
4387,2013,Ford,Edge,Limited,FWD,60937,15999,
4388,2013,Ford,Edge,Limited,AWD,79997,15985,
4389,2015,Ford,Edge,SEL,FWD,45281,19492,
4390,2014,Ford,Edge,SEL,AWD,63117,16393,
4391,2018,Ford,Edge,Titanium,FWD,41199,22500,
4392,2011,Ford,Edge,SEL,AWD,118444,10475,
4393,2007,Ford,Edge,SEL,AWD,122195,6500,
4394,2017,Ford,Edge,Sport,AWD,36713,28360,
4395,2018,Ford,Edge,Titanium,FWD,47672,21980,
4396,2014,Ford,Edge,SEL,FWD,56123,16990,
4397,2008,Ford,Edge,Limited,AWD,88832,9990,
4398,2014,Ford,Edge,SEL,FWD,85148,15400,
4399,2011,Ford,Edge,SEL,FWD,117255,9996,
4400,2013,Ford,Edge,Limited,FWD,81001,14225,
4401,2014,Ford,Edge,Limited,FWD,92355,14000,
4402,2013,Ford,Edge,Limited,FWD,91000,13400,
4403,2015,Ford,Edge,Titanium,FWD,49196,20198,
4404,2012,Ford,Edge,SEL,AWD,100502,11900,
4405,2008,Ford,Edge,Limited,AWD,94063,10399,
4406,2017,Ford,Edge,SEL,FWD,23036,22725,
4407,2013,Ford,Edge,SEL,FWD,86885,13750,
4408,2014,Ford,Edge,Limited,FWD,57880,16977,
4409,2015,Ford,Edge,SEL,FWD,56367,18800,
4410,2012,Ford,Edge,Limited,FWD,98797,12920,
4411,2014,Ford,Edge,SEL,FWD,107012,13495,
4412,2008,Ford,Edge,Limited,FWD,107310,8499,
4413,2015,Ford,Edge,SEL,FWD,35852,20250,
4414,2013,Ford,Edge,SEL,AWD,58361,15991,
4415,2018,Ford,Edge,SE,AWD,277,25595,
4416,2016,Ford,Edge,Sport,AWD,21259,29995,
4417,2012,Ford,Edge,SEL,FWD,87757,12995,
4418,2013,Ford,Edge,SEL,AWD,77532,14399,
4419,2010,Ford,Edge,Limited,AWD,112733,11000,
4420,2007,Ford,Edge,SE,FWD,60825,8641,
4421,2013,Ford,Edge,Limited,FWD,93683,13887,
4422,2007,Ford,Edge,SE,FWD,132752,5821,
4423,2013,Ford,Edge,SEL,FWD,119629,10966,
4424,2013,Ford,Edge,SEL,FWD,88702,13495,
4425,2013,Ford,Edge,Limited,FWD,112916,12350,
4426,2013,Ford,Edge,SEL,AWD,80985,14999,
4427,2013,Ford,Edge,SEL,FWD,98419,12695,
4428,2017,Ford,Edge,Sport,AWD,18757,29926,
4429,2013,Ford,Edge,Limited,FWD,110275,12698,
4430,2009,Ford,Edge,Limited,AWD,90555,10841,
4431,2015,Ford,Edge,SEL,AWD,28631,21421,
4432,2018,Ford,Edge,Titanium,FWD,42532,22395,
4433,2018,Ford,Edge,Titanium,FWD,18915,25328,
4434,2012,Ford,Edge,Limited,FWD,108200,11998,
4435,2015,Ford,Edge,SEL,FWD,40434,18888,
4436,2010,Ford,Edge,SEL,FWD,139448,8750,
4437,2018,Ford,Edge,Sport,AWD,17164,30899,
4438,2015,Ford,Edge,SEL,FWD,21468,21274,
4439,2013,Ford,Edge,Limited,FWD,106140,12899,
4440,2013,Ford,Edge,SEL,AWD,61897,16392,
4441,2015,Ford,Edge,SEL,FWD,45025,19488,
4442,2016,Ford,Edge,SEL,FWD,60759,18350,
4443,2013,Ford,Edge,SEL,AWD,47126,17000,
4444,2016,Ford,Edge,SEL,FWD,60489,18995,
4445,2015,Ford,Edge,SEL,FWD,22402,21299,
4446,2018,Ford,Edge,Titanium,FWD,36228,23411,
4447,2018,Ford,Edge,Sport,AWD,5026,33405,
4448,2012,Ford,Edge,SE,FWD,82461,12995,
4449,2015,Ford,Edge,SEL,FWD,56122,17900,
4450,2016,Ford,Edge,SEL,FWD,24614,22995,
4451,2011,Ford,Edge,SEL,FWD,116673,10494,
4452,2013,Ford,Edge,SEL,AWD,83460,14897,
4453,2013,Ford,Edge,SEL,FWD,91545,13195,
4454,2013,Ford,Edge,Limited,AWD,98041,13812,
4455,2011,Ford,Edge,Limited,AWD,115579,11546,
4456,2016,Ford,Edge,SE,AWD,25292,20993,
4457,2013,Ford,Edge,SE,AWD,101261,12395,
4458,2011,Ford,Edge,SEL,AWD,76874,12995,
4459,2018,Ford,Edge,Titanium,FWD,41171,22558,
4460,2018,Ford,Edge,SE,AWD,8167,23700,
4461,2018,Ford,Edge,SEL,FWD,40713,22650,
4462,2009,Ford,Edge,Limited,FWD,139580,7994,
4463,2011,Ford,Edge,Limited,FWD,107758,11250,
4464,2017,Ford,Edge,Sport,AWD,13462,30992,
4465,2014,Ford,Edge,Limited,FWD,80843,14982,
4466,2013,Ford,Edge,SEL,AWD,93949,13498,
4467,2012,Ford,Edge,SEL,FWD,71183,14195,
4468,2010,Ford,Edge,SEL,FWD,104644,10850,
4469,2012,Ford,Edge,SEL,FWD,97703,11995,
4470,2017,Ford,Edge,SEL,FWD,46298,19988,
4471,2015,Ford,Edge,SE,AWD,88613,14895,
4472,2018,Ford,Edge,Titanium,FWD,33310,23779,
4473,2015,Ford,Edge,SEL,FWD,40820,19897,
4474,2019,Ford,Edge,SEL,AWD,3090,32799,
4475,2015,Ford,Edge,SEL,FWD,53410,17995,
4476,2012,Ford,Edge,SEL,AWD,114715,11499,
4477,2012,Ford,Edge,SEL,FWD,100259,11795,
4478,2011,Ford,Edge,Limited,FWD,105056,11471,
4479,2019,Ford,Edge,SEL,AWD,20,32890,
4480,2012,Ford,Edge,SEL,FWD,96863,11990,
4481,2013,Ford,Edge,Limited,AWD,111157,13049,
4482,2012,Ford,Edge,Limited,AWD,103306,12990,
4483,2012,Ford,Edge,SEL,FWD,100014,11631,
4484,2014,Ford,Edge,SEL,AWD,69537,15988,
4485,2015,Ford,Edge,SEL,FWD,71869,16988,
4486,2007,Ford,Edge,SE,AWD,256976,2995,
4487,2017,Ford,Edge,SEL,FWD,44738,19897,
4488,2015,Ford,Edge,SEL,FWD,34546,19977,
4489,2013,Ford,Edge,SEL,AWD,69420,14995,
4490,2008,Ford,Edge,Limited,FWD,104725,8495,
4491,2014,Ford,Edge,SEL,FWD,38779,17998,
4492,2015,Ford,Edge,SEL,FWD,76310,16673,
4493,2016,Ford,Edge,SEL,FWD,68345,17685,
4494,2011,Ford,Edge,Limited,FWD,112765,10611,
4495,2017,Ford,Edge,SEL,FWD,97888,15500,
4496,2014,Ford,Edge,Limited,FWD,113346,12890,
4497,2013,Ford,Edge,Limited,FWD,75565,14500,
4498,2011,Ford,Edge,Limited,AWD,22931,17998,
4499,2011,Ford,Edge,SEL,FWD,121041,9900,
4500,2015,Ford,Edge,SEL,FWD,32735,20695,
4501,2011,Ford,Edge,Limited,FWD,74331,13995,
4502,2011,Ford,Edge,Limited,AWD,116374,10987,
4503,2010,Ford,Edge,Sport,FWD,68000,12995,
4504,2013,Ford,Edge,Limited,FWD,72668,14900,
4505,2018,Ford,Edge,Titanium,FWD,28174,23989,
4506,2018,Ford,Edge,Titanium,FWD,33955,23989,
4507,2013,Ford,Edge,Limited,FWD,67824,15973,
4508,2015,Ford,Edge,SEL,FWD,44636,20000,
4509,2014,Ford,Edge,SEL,AWD,80351,14995,
4510,2011,Ford,Edge,SEL,FWD,111185,9999,
4511,2017,Ford,Edge,Sport,AWD,16091,30859,
4512,2016,Ford,Edge,SEL,FWD,43723,19988,
4513,2013,Ford,Edge,Limited,FWD,114478,12245,
4514,2014,Ford,Edge,Limited,FWD,50658,17990,
4515,2015,Ford,Edge,SEL,FWD,57487,17797,
4516,2016,Ford,Edge,SE,AWD,72388,16800,
4517,2015,Ford,Edge,SE,AWD,36045,18684,
4518,2018,Ford,Edge,Titanium,FWD,38536,22500,
4519,2015,Ford,Edge,SE,AWD,84649,15999,
4520,2013,Ford,Edge,SEL,FWD,84062,13695,
4521,2015,Ford,Edge,SEL,FWD,32668,19500,
4522,2015,Ford,Edge,SEL,FWD,76909,16500,
4523,2018,Ford,Edge,Titanium,FWD,33267,23280,
4524,2014,Ford,Edge,Limited,FWD,58931,17245,
4525,2012,Ford,Edge,Limited,FWD,80514,14120,
4526,2012,Ford,Edge,SEL,FWD,87833,12700,
4527,2009,Ford,Edge,SE,FWD,157814,6180,
4528,2011,Ford,Edge,SEL,AWD,132915,10489,
4529,2013,Ford,Edge,Limited,FWD,121593,11655,
4530,2016,Ford,Edge,Sport,AWD,26090,28694,
4531,2012,Ford,Edge,SE,FWD,128034,9991,
4532,2014,Ford,Edge,SEL,AWD,63500,16982,
4533,2012,Ford,Edge,SE,FWD,90533,12495,
4534,2016,Ford,Edge,SEL,FWD,43556,20889,
4535,2013,Ford,Edge,SEL,AWD,69851,14895,
4536,2015,Ford,Edge,SEL,FWD,40582,19000,
4537,2013,Ford,Edge,SEL,AWD,44595,16575,
4538,2016,Ford,Edge,SEL,FWD,49330,19500,
4539,2018,Ford,Edge,Titanium,FWD,50761,22399,
4540,2008,Ford,Edge,Limited,FWD,96293,8995,
4541,2014,Ford,Edge,SEL,FWD,63629,15381,
4542,2013,Ford,Edge,SEL,FWD,95889,13425,
4543,2011,Ford,Edge,SEL,FWD,88301,11818,
4544,2016,Ford,Edge,SEL,FWD,44664,19953,
4545,2015,Ford,Edge,SEL,FWD,34072,19996,
4546,2014,Ford,Edge,Limited,FWD,42355,17988,
4547,2015,Ford,Edge,SEL,FWD,34253,19988,
4548,2013,Ford,Edge,Limited,AWD,78001,15279,
4549,2012,Ford,Edge,Limited,FWD,113550,11499,
4550,2014,Ford,Edge,SEL,FWD,103466,13494,
4551,2014,Ford,Edge,Limited,FWD,70463,15995,
4552,2008,Ford,Edge,SEL,AWD,95486,9111,
4553,2010,Ford,Edge,Limited,FWD,101759,11987,
4554,2015,Ford,Edge,SEL,FWD,53837,17995,
4555,2013,Ford,Edge,SEL,FWD,67869,14988,
4556,2017,Ford,Edge,SEL,FWD,27230,21998,
4557,2018,Ford,Edge,Titanium,FWD,45749,22300,
4558,2018,Ford,Edge,Titanium,FWD,38352,22499,
4559,2011,Ford,Edge,SEL,AWD,86706,12000,
4560,2012,Ford,Edge,SEL,FWD,101426,11495,
4561,2014,Ford,Edge,Limited,FWD,82424,15499,
4562,2014,Ford,Edge,SEL,FWD,110270,12859,
4563,2014,Ford,Edge,SEL,AWD,49581,17688,
4564,2017,Ford,Edge,Titanium,FWD,41215,20893,
4565,2015,Ford,Edge,SEL,AWD,48774,20609,
4566,2013,Ford,Edge,SEL,AWD,104502,12793,
4567,2015,Ford,Edge,SEL,AWD,50082,19990,
4568,2014,Ford,Edge,SE,AWD,112786,11800,
4569,2018,Ford,Edge,SE,FWD,14452,23575,
4570,2013,Ford,Edge,SEL,FWD,74306,13999,
4571,2013,Ford,Edge,SEL,FWD,87623,13200,
4572,2014,Ford,Edge,Limited,FWD,50904,16965,
4573,2010,Ford,Edge,Limited,AWD,37431,15995,
4574,2016,Ford,Edge,SE,AWD,62328,17450,
4575,2014,Ford,Edge,SEL,FWD,57041,16990,
4576,2013,Ford,Edge,Limited,FWD,80354,14718,
4577,2011,Ford,Edge,SE,FWD,110542,9889,
4578,2013,Ford,Edge,SE,FWD,101184,12095,
4579,2008,Ford,Edge,SE,FWD,129372,7679,
4580,2016,Ford,Edge,Sport,AWD,32790,27995,
4581,2014,Ford,Edge,SEL,AWD,80662,15608,
4582,2013,Ford,Edge,SEL,FWD,73555,14395,
4583,2013,Ford,Edge,Limited,FWD,112212,11950,
4584,2016,Ford,Edge,Sport,AWD,28228,28890,
4585,2014,Ford,Edge,SEL,FWD,54970,16744,
4586,2013,Ford,Edge,SEL,FWD,87007,13295,
4587,2012,Ford,Edge,SE,FWD,120125,10900,
4588,2011,Ford,Edge,SEL,AWD,72324,13095,
4589,2013,Ford,Edge,SEL,FWD,83549,13595,
4590,2013,Ford,Edge,SEL,FWD,77560,14095,
4591,2007,Ford,Edge,SEL,FWD,124688,5900,
4592,2013,Ford,Edge,Limited,FWD,101027,13000,
4593,2014,Ford,Edge,Limited,FWD,51362,16995,
4594,2012,Ford,Edge,SE,FWD,88362,12495,
4595,2008,Ford,Edge,Limited,AWD,102009,9593,
4596,2019,Ford,Edge,SEL,AWD,2905,33000,
4597,2012,Ford,Edge,Limited,FWD,80038,12995,
4598,2012,Ford,Edge,SEL,FWD,109001,10930,
4599,2007,Ford,Edge,SEL,AWD,103284,7500,
4600,2014,Ford,Edge,Limited,FWD,74523,16580,
4601,2015,Ford,Edge,SEL,FWD,41139,19200,
4602,2016,Ford,Edge,SEL,FWD,72486,16996,
4603,2013,Ford,Edge,SEL,AWD,86698,13990,
4604,2014,Ford,Edge,SEL,AWD,55461,16998,
4605,2012,Ford,Edge,SEL,FWD,73180,14447,
4606,2015,Ford,Edge,SEL,FWD,49211,18995,
4607,2014,Ford,Edge,SE,FWD,130662,10619,
4608,2012,Ford,Edge,SEL,FWD,123877,10491,
4609,2011,Ford,Edge,Limited,FWD,93452,11976,
4610,2015,Ford,Edge,SEL,FWD,37566,19766,
4611,2012,Ford,Edge,SEL,FWD,112979,10900,
4612,2013,Ford,Edge,SEL,FWD,95117,12495,
4613,2013,Ford,Edge,Limited,AWD,97330,13995,
4614,2016,Ford,Edge,SEL,FWD,74319,17000,
4615,2011,Ford,Edge,SEL,FWD,160495,7608,
4616,2017,Ford,Edge,SEL,FWD,42931,19698,
4617,2014,Ford,Edge,Limited,FWD,29521,18999,
4618,2011,Ford,Edge,SEL,FWD,111424,10000,
4619,2013,Ford,Edge,SEL,FWD,76815,14500,
4620,2016,Ford,Edge,SEL,FWD,39291,20999,
4621,2013,Ford,Edge,SEL,FWD,74871,14225,
4622,2015,Ford,Edge,SEL,FWD,34735,19803,
4623,2014,Ford,Edge,SEL,FWD,95168,14662,
4624,2015,Ford,Edge,SEL,FWD,47216,18771,
4625,2011,Ford,Edge,SE,FWD,135411,7777,
4626,2017,Ford,Edge,SEL,FWD,45824,19297,
4627,2018,Ford,Edge,SE,AWD,4227,23777,
4628,2013,Ford,Edge,SEL,AWD,90527,13546,
4629,2014,Ford,Edge,SE,AWD,76797,14595,
4630,2012,Ford,Edge,SEL,FWD,63229,14295,
4631,2015,Ford,Edge,SEL,FWD,68411,17000,
4632,2013,Ford,Edge,Limited,AWD,74506,15999,
4633,2014,Ford,Edge,SEL,FWD,65366,15888,
4634,2018,Ford,Edge,Titanium,FWD,41438,22180,
4635,2012,Ford,Edge,Limited,FWD,89183,12483,
4636,2014,Ford,Edge,SEL,AWD,75178,15479,
4637,2016,Ford,Edge,Sport,AWD,20398,29409,
4638,2012,Ford,Edge,SE,FWD,103383,10988,
4639,2016,Ford,Edge,SE,FWD,90831,14888,
4640,2011,Ford,Edge,Limited,FWD,83833,11901,
4641,2013,Ford,Edge,SEL,AWD,88590,13750,
4642,2011,Ford,Edge,Limited,FWD,70750,12995,
4643,2011,Ford,Edge,SEL,FWD,112745,10997,
4644,2018,Ford,Edge,SE,FWD,10484,23000,
4645,2015,Ford,Edge,SEL,FWD,40535,20473,
4646,2018,Ford,Edge,SEL,FWD,34239,23489,
4647,2008,Ford,Edge,SEL,AWD,93409,8995,
4648,2011,Ford,Edge,Limited,FWD,72762,12995,
4649,2013,Ford,Edge,Limited,FWD,110968,11900,
4650,2013,Ford,Edge,SEL,FWD,70290,14500,
4651,2015,Ford,Edge,SE,AWD,59212,16850,
4652,2013,Ford,Edge,Limited,FWD,55367,15999,
4653,2017,Ford,Edge,SEL,FWD,48207,19199,
4654,2018,Ford,Edge,Sport,AWD,11431,31444,
4655,2013,Ford,Edge,SEL,FWD,119007,11870,
4656,2007,Ford,Edge,SE,AWD,120377,5874,
4657,2016,Ford,Edge,Sport,AWD,18464,29008,
4658,2015,Ford,Edge,SE,AWD,24934,18990,
4659,2017,Ford,Edge,SEL,FWD,38871,20000,
4660,2017,Ford,Edge,Titanium,FWD,46143,20361,
4661,2016,Ford,Edge,SE,AWD,32565,19900,
4662,2013,Ford,Edge,SEL,FWD,102376,12499,
4663,2018,Ford,Edge,SE,AWD,3477,23777,
4664,2011,Ford,Edge,SEL,AWD,95386,11694,
4665,2013,Ford,Edge,Limited,AWD,89567,14995,
4666,2007,Ford,Edge,SEL,AWD,104350,7798,
4667,2012,Ford,Edge,SEL,FWD,75639,13195,
4668,2013,Ford,Edge,SEL,FWD,66894,14900,
4669,2016,Ford,Edge,SEL,FWD,30374,21995,
4670,2014,Ford,Edge,Limited,FWD,94134,13947,
4671,2013,Ford,Edge,Limited,FWD,112461,11892,
4672,2013,Ford,Edge,SEL,FWD,105582,12253,
4673,2013,Ford,Edge,SEL,FWD,83757,13990,
4674,2018,Ford,Edge,SE,AWD,3750,23777,
4675,2013,Ford,Edge,Limited,FWD,103704,12500,
4676,2013,Ford,Edge,SEL,AWD,88111,13900,
4677,2014,Ford,Edge,SEL,FWD,71648,14977,
4678,2011,Ford,Edge,SEL,FWD,113856,9999,
4679,2018,Ford,Edge,SE,FWD,1127,23900,
4680,2017,Ford,Edge,SE,AWD,21627,21391,
4681,2008,Ford,Edge,SEL,AWD,92354,8990,
4682,2018,Ford,Edge,SEL,FWD,16809,24984,
4683,2008,Ford,Edge,Limited,AWD,104946,9380,
4684,2013,Ford,Edge,SE,FWD,105241,11495,
4685,2012,Ford,Edge,SEL,AWD,77696,13995,
4686,2014,Ford,Edge,SEL,FWD,25381,18613,
4687,2011,Ford,Edge,SEL,AWD,83969,11990,
4688,2018,Ford,Edge,Titanium,FWD,42703,22449,
4689,2016,Ford,Edge,SEL,FWD,62318,18500,
4690,2012,Ford,Edge,SEL,FWD,88397,11981,
4691,2017,Ford,Edge,SEL,FWD,45546,18900,
4692,2014,Ford,Edge,SE,FWD,129809,9980,
4693,2013,Ford,Edge,SEL,AWD,46652,16988,
4694,2011,Ford,Edge,SEL,AWD,103548,11998,
4695,2014,Ford,Edge,SEL,FWD,63711,15900,
4696,2013,Ford,Edge,SEL,AWD,61605,15886,
4697,2011,Ford,Edge,Limited,FWD,78650,12697,
4698,2015,Ford,Edge,SE,AWD,61533,16600,
4699,2016,Ford,Edge,SEL,FWD,51189,19743,
4700,2014,Ford,Edge,SE,AWD,93840,12995,
4701,2016,Ford,Edge,Sport,AWD,13142,28995,
4702,2011,Ford,Edge,Limited,FWD,94215,11500,
4703,2017,Ford,Edge,SEL,FWD,35574,19995,
4704,2016,Ford,Edge,SE,AWD,83623,15686,
4705,2017,Ford,Edge,Titanium,FWD,72802,17551,
4706,2012,Ford,Edge,SE,FWD,85452,12295,
4707,2015,Ford,Edge,SEL,FWD,56984,19250,
4708,2013,Ford,Edge,SEL,FWD,93460,12995,
4709,2019,Ford,Edge,Titanium,FWD,2736,32941,
4710,2011,Ford,Edge,Limited,FWD,103176,10800,
4711,2015,Ford,Edge,SEL,AWD,95766,15989,
4712,2014,Ford,Edge,Limited,FWD,59696,16692,
4713,2012,Ford,Edge,SE,FWD,76173,13095,
4714,2015,Ford,Edge,SE,AWD,38984,18600,
4715,2019,Ford,Edge,Titanium,FWD,248,33513,
4716,2016,Ford,Edge,Sport,AWD,17575,28995,
4717,2015,Ford,Edge,SEL,FWD,29779,19995,
4718,2017,Ford,Edge,SE,AWD,8250,22900,
4719,2018,Ford,Edge,SE,FWD,14666,22705,
4720,2013,Ford,Edge,SEL,FWD,79382,13800,
4721,2018,Ford,Edge,SE,FWD,7035,22971,
4722,2012,Ford,Edge,Limited,FWD,108255,11991,
4723,2015,Ford,Edge,SEL,FWD,29774,19977,
4724,2012,Ford,Edge,SEL,FWD,103901,11800,
4725,2013,Ford,Edge,SEL,AWD,93432,13488,
4726,2017,Ford,Edge,SEL,FWD,69616,17746,
4727,2014,Ford,Edge,SEL,AWD,44829,17983,
4728,2013,Ford,Edge,SEL,FWD,63654,14950,
4729,2012,Ford,Edge,SE,FWD,110412,10551,
4730,2011,Ford,Edge,SE,FWD,108728,9500,
4731,2018,Ford,Edge,SE,FWD,1765,23500,
4732,2012,Ford,Edge,SEL,AWD,64442,13900,
4733,2012,Ford,Edge,SE,FWD,93452,11500,
4734,2013,Ford,Edge,Limited,FWD,54462,15993,
4735,2015,Ford,Edge,SEL,FWD,26779,19997,
4736,2014,Ford,Edge,SEL,AWD,30246,18995,
4737,2014,Ford,Edge,SEL,FWD,86259,14000,
4738,2013,Ford,Edge,Limited,FWD,85265,13797,
4739,2011,Ford,Edge,SEL,FWD,113611,10497,
4740,2017,Ford,Edge,SEL,FWD,28213,20500,
4741,2015,Ford,Edge,SE,AWD,38961,18995,
4742,2011,Ford,Edge,SEL,AWD,79041,11999,
4743,2011,Ford,Edge,SEL,FWD,103886,10704,
4744,2014,Ford,Edge,SEL,FWD,87381,13998,
4745,2014,Ford,Edge,Limited,FWD,98234,13829,
4746,2015,Ford,Edge,SE,AWD,67536,16522,
4747,2016,Ford,Edge,SE,AWD,38371,18990,
4748,2015,Ford,Edge,SEL,AWD,40872,20335,
4749,2016,Ford,Edge,Sport,AWD,27751,27499,
4750,2012,Ford,Edge,SEL,FWD,75956,13599,
4751,2014,Ford,Edge,SEL,FWD,22941,19433,
4752,2013,Ford,Edge,SE,FWD,94969,12395,
4753,2017,Ford,Edge,SEL,FWD,52677,18807,
4754,2013,Ford,Edge,SEL,AWD,75815,14500,
4755,2017,Ford,Edge,SEL,AWD,65038,19447,
4756,2017,Ford,Edge,Sport,AWD,21705,29500,
4757,2010,Ford,Edge,SE,FWD,118042,8900,
4758,2016,Ford,Edge,Sport,AWD,24660,28962,
4759,2013,Ford,Edge,SE,FWD,95422,11900,
4760,2018,Ford,Edge,SE,FWD,6840,23206,
4761,2015,Ford,Edge,SE,AWD,79246,15494,
4762,2007,Ford,Edge,SE,FWD,125671,5968,
4763,2013,Ford,Edge,SEL,FWD,71197,14988,
4764,2013,Ford,Edge,Limited,FWD,72761,14815,
4765,2013,Ford,Edge,Limited,FWD,97309,13000,
4766,2016,Ford,Edge,SE,AWD,38715,19429,
4767,2017,Ford,Edge,SEL,FWD,24754,21488,
4768,2011,Ford,Edge,SEL,FWD,100603,10995,
4769,2018,Ford,Edge,Sport,AWD,5,32998,
4770,2018,Ford,Edge,Sport,AWD,5,32998,
4771,2015,Ford,Edge,SEL,FWD,78854,15995,
4772,2019,Ford,Edge,SEL,FWD,7,33800,
4773,2017,Ford,Edge,SE,AWD,31720,21100,
4774,2019,Ford,Edge,Titanium,AWD,632,31991,
4775,2011,Ford,Edge,SEL,FWD,135228,9399,
4776,2018,Ford,Edge,SE,AWD,15,23995,
4777,2013,Ford,Edge,SEL,FWD,76360,13899,
4778,2017,Ford,Edge,SE,FWD,24309,20900,
