,0,1,2,3,4,5,6,7
1824,2018,Ford,Edge,SEL,AWD,6281,29788,
1825,2016,Ford,Edge,Sport,AWD,42866,28598,
1826,2016,Ford,Edge,SEL,AWD,31647,25988,
1827,2016,Ford,Edge,Titanium,FWD,44662,24750,
1828,2017,Ford,Edge,Sport,AWD,36883,29488,
1829,2008,Ford,Edge,Limited,FWD,145670,9995,
1830,2011,Ford,Edge,Limited,AWD,133392,13975,
1831,2017,Ford,Edge,Sport,AWD,31481,29444,
1832,2016,Ford,Edge,SEL,AWD,33860,25000,
1833,2011,Ford,Edge,Limited,AWD,174073,9788,
1834,2016,Ford,Edge,Titanium,FWD,46500,23996,
1835,2016,Ford,Edge,SEL,AWD,42967,24989,
1836,2016,Ford,Edge,Sport,AWD,35068,27800,
1837,2018,Ford,Edge,Titanium,AWD,39191,26971,
1838,2016,Ford,Edge,SEL,AWD,35082,25690,
1839,2016,Ford,Edge,Sport,AWD,16151,29752,
1840,2016,Ford,Edge,SEL,AWD,33659,24997,
1841,2017,Ford,Edge,Sport,AWD,5695,32590,
1842,2017,Ford,Edge,SEL,AWD,22370,27990,
1843,2017,Ford,Edge,Sport,AWD,33939,29443,
1844,2018,Ford,Edge,Titanium,FWD,24622,27995,
1845,2018,Ford,Edge,Titanium,AWD,40822,26828,
1846,2018,Ford,Edge,Titanium,FWD,24545,28211,
1847,2018,Ford,Edge,Titanium,AWD,31184,28500,
1848,2017,Ford,Edge,Titanium,AWD,45995,25500,
1849,2018,Ford,Edge,SEL,AWD,12866,28990,
1850,2017,Ford,Edge,SEL,AWD,67365,23985,
1851,2018,Ford,Edge,Titanium,FWD,35407,25991,
1852,2017,Ford,Edge,Titanium,AWD,41827,25950,
1853,2018,Ford,Edge,Titanium,AWD,24430,28926,
1854,2018,Ford,Edge,Titanium,AWD,2077,31900,
1855,2016,Ford,Edge,SEL,AWD,44062,24496,
1856,2015,Ford,Edge,Titanium,FWD,47495,22999,
1857,2016,Ford,Edge,SEL,FWD,29767,25995,
1858,2016,Ford,Edge,Titanium,FWD,31634,26590,
1859,2018,Ford,Edge,Titanium,AWD,33895,27739,
1860,2018,Ford,Edge,Titanium,FWD,30561,26485,
1861,2015,Ford,Edge,SEL,FWD,93873,19095,
1862,2016,Ford,Edge,Titanium,FWD,38981,24608,
1863,2018,Ford,Edge,SEL,AWD,21870,27995,
1864,2017,Ford,Edge,SEL,AWD,27975,26377,
1865,2016,Ford,Edge,Titanium,AWD,27108,28900,
1866,2016,Ford,Edge,SEL,AWD,31821,24999,
1867,2016,Ford,Edge,SEL,AWD,34370,24795,
1868,2016,Ford,Edge,SEL,AWD,34742,24995,
1869,2018,Ford,Edge,Titanium,FWD,32005,26999,
1870,2018,Ford,Edge,SEL,AWD,31416,27699,
1871,2018,Ford,Edge,Titanium,AWD,36349,26995,
1872,2013,Ford,Edge,SEL,FWD,90959,17995,
1873,2016,Ford,Edge,Sport,AWD,34683,28500,
1874,2015,Ford,Edge,SEL,AWD,34102,25527,
1875,2015,Ford,Edge,Titanium,AWD,52574,23448,
1876,2016,Ford,Edge,Sport,AWD,44341,28188,
1877,2019,Ford,Edge,ST,AWD,1471,41000,
1878,2018,Ford,Edge,Titanium,FWD,21707,27895,
1879,2015,Ford,Edge,SEL,FWD,56657,22995,
1880,2016,Ford,Edge,SEL,AWD,28431,26250,
1881,2018,Ford,Edge,Sport,AWD,18280,32000,
1882,2009,Ford,Edge,SEL,AWD,183975,7488,
1883,2017,Ford,Edge,SEL,AWD,58119,23990,
1884,2012,Ford,Edge,SEL,AWD,233523,7977,
1885,2015,Ford,Edge,Titanium,FWD,23295,25901,
1886,2013,Ford,Edge,SE,FWD,76272,18895,
1887,2013,Ford,Edge,Limited,FWD,51133,20990,
1888,2016,Ford,Edge,Titanium,AWD,35149,26990,
1889,2015,Ford,Edge,SEL,AWD,68315,20995,
1890,2011,Ford,Edge,Limited,AWD,154581,10990,
1891,2016,Ford,Edge,SEL,FWD,53910,23199,
1892,2016,Ford,Edge,Titanium,AWD,27634,27980,
1893,2018,Ford,Edge,Titanium,FWD,41791,25880,
1894,2016,Ford,Edge,SEL,AWD,65796,21947,
1895,2016,Ford,Edge,SEL,AWD,44966,24500,
1896,2016,Ford,Edge,SEL,AWD,14749,26449,
1897,2013,Ford,Edge,SEL,FWD,87832,17999,
1898,2016,Ford,Edge,SEL,FWD,27328,25988,
1899,2008,Ford,Edge,SEL,AWD,166869,7900,
1900,2016,Ford,Edge,SEL,AWD,28278,26000,
1901,2013,Ford,Edge,SEL,FWD,100702,16995,
1902,2007,Ford,Edge,SEL,FWD,197350,5000,
1903,2016,Ford,Edge,Sport,AWD,24324,29452,
1904,2015,Ford,Edge,SEL,AWD,44111,23000,
1905,2018,Ford,Edge,Sport,AWD,25490,30188,
1906,2018,Ford,Edge,Titanium,FWD,10223,28988,
1907,2014,Ford,Edge,Sport,FWD,73468,19999,
1908,2009,Ford,Edge,Limited,AWD,151002,9999,
1909,2019,Ford,Edge,ST,AWD,9554,40000,
1910,2016,Ford,Edge,Titanium,AWD,21481,29766,
1911,2013,Ford,Edge,Limited,FWD,94338,17595,
1912,2017,Ford,Edge,SEL,AWD,26737,26995,
1913,2009,Ford,Edge,Sport,FWD,137149,11995,
1914,2017,Ford,Edge,Titanium,FWD,33479,25990,
1915,2008,Ford,Edge,Limited,AWD,128000,10900,
1916,2008,Ford,Edge,SEL,AWD,123135,11599,
1917,2016,Ford,Edge,Sport,AWD,19873,29197,
1918,2018,Ford,Edge,Titanium,AWD,32776,27489,
1919,2016,Ford,Edge,SEL,AWD,24916,25998,
1920,2018,Ford,Edge,Titanium,FWD,33086,26992,
1921,2016,Ford,Edge,SE,AWD,33407,24514,
1922,2016,Ford,Edge,SEL,AWD,53831,22800,
1923,2018,Ford,Edge,Titanium,FWD,31686,26999,
1924,2016,Ford,Edge,Sport,AWD,42856,26994,
1925,2018,Ford,Edge,Titanium,FWD,41442,26333,
1926,2016,Ford,Edge,SEL,AWD,27727,25795,
1927,2018,Ford,Edge,Titanium,FWD,33186,26770,
1928,2015,Ford,Edge,Titanium,FWD,21227,25400,
1929,2015,Ford,Edge,SEL,AWD,31334,24795,
1930,2016,Ford,Edge,SEL,AWD,40504,24800,
1931,2016,Ford,Edge,SEL,AWD,15552,26825,
1932,2016,Ford,Edge,SEL,AWD,42456,23891,
1933,2018,Ford,Edge,SEL,FWD,18767,27995,
1934,2018,Ford,Edge,SE,FWD,2011,29995,
1935,2017,Ford,Edge,Sport,AWD,16986,31699,
1936,2018,Ford,Edge,Titanium,FWD,25148,27495,
1937,2016,Ford,Edge,SEL,AWD,34202,24500,
1938,2013,Ford,Edge,SEL,FWD,98812,16995,
1939,2018,Ford,Edge,Sport,AWD,17548,32399,
1940,2015,Ford,Edge,SEL,AWD,53679,22995,
1941,2017,Ford,Edge,Titanium,AWD,47247,24698,
1942,2018,Ford,Edge,SEL,FWD,11,30000,
1943,2015,Ford,Edge,SEL,FWD,50353,22995,
1944,2018,Ford,Edge,SEL,FWD,33517,25742,
1945,2016,Ford,Edge,Sport,AWD,37193,27435,
1946,2016,Ford,Edge,SEL,AWD,28062,25695,
1947,2015,Ford,Edge,SEL,AWD,51550,22995,
1948,2017,Ford,Edge,Titanium,AWD,52561,24271,
1949,2016,Ford,Edge,SEL,AWD,35963,24500,
1950,2018,Ford,Edge,SEL,AWD,28584,26995,
1951,2016,Ford,Edge,Sport,AWD,34986,27626,
1952,2015,Ford,Edge,Titanium,FWD,53622,22777,
1953,2018,Ford,Edge,Titanium,FWD,18189,27500,
1954,2018,Ford,Edge,Titanium,FWD,17768,27988,
1955,2016,Ford,Edge,Sport,AWD,31864,29295,
1956,2015,Ford,Edge,Titanium,AWD,39896,24900,
1957,2015,Ford,Edge,Titanium,FWD,15432,25988,
1958,2019,Ford,Edge,SEL,AWD,2464,40868,
1959,2019,Ford,Edge,ST,AWD,11011,39990,
1960,2016,Ford,Edge,Sport,AWD,50331,25991,
1961,2016,Ford,Edge,SEL,AWD,37067,24477,
1962,2017,Ford,Edge,Titanium,FWD,47792,23702,
1963,2017,Ford,Edge,Titanium,FWD,37779,25595,
1964,2015,Ford,Edge,SEL,FWD,18586,25999,
1965,2012,Ford,Edge,Limited,FWD,122463,14995,
1966,2018,Ford,Edge,SEL,AWD,13214,29990,
1967,2017,Ford,Edge,Titanium,FWD,27676,26999,
1968,2016,Ford,Edge,Sport,AWD,53288,25488,
1969,2016,Ford,Edge,Titanium,AWD,31251,28377,
1970,2017,Ford,Edge,Titanium,FWD,45995,23888,
1971,2011,Ford,Edge,Limited,FWD,140894,12992,
1972,2016,Ford,Edge,SEL,FWD,37803,24995,
1973,2019,Ford,Edge,SEL,AWD,2047,41280,
1974,2018,Ford,Edge,Titanium,AWD,39559,26688,
1975,2018,Ford,Edge,Titanium,FWD,32271,26225,
1976,2013,Ford,Edge,Limited,AWD,11375,23900,
1977,2011,Ford,Edge,SE,FWD,49302,19997,
1978,2016,Ford,Edge,Titanium,AWD,14393,29425,
1979,2016,Ford,Edge,SEL,FWD,30739,23988,
1980,2015,Ford,Edge,Sport,AWD,34952,25600,
1981,2015,Ford,Edge,Titanium,FWD,104281,17988,
1982,2018,Ford,Edge,Titanium,FWD,39165,25581,
1983,2017,Ford,Edge,SEL,AWD,60595,22477,
1984,2018,Ford,Edge,SEL,AWD,36594,26890,
1985,2016,Ford,Edge,Titanium,FWD,68694,21900,
1986,2015,Ford,Edge,SEL,AWD,18001,24800,
1987,2015,Ford,Edge,SEL,AWD,76018,19990,
1988,2016,Ford,Edge,Titanium,FWD,46239,23996,
1989,2016,Ford,Edge,SEL,FWD,58515,22980,
1990,2017,Ford,Edge,Titanium,FWD,63487,22997,
1991,2015,Ford,Edge,Sport,FWD,76591,22410,
1992,2018,Ford,Edge,Titanium,FWD,24467,26900,
1993,2015,Ford,Edge,Titanium,FWD,88860,20000,
1994,2018,Ford,Edge,Titanium,FWD,27634,26995,
1995,2016,Ford,Edge,SEL,AWD,35527,24995,
1996,2016,Ford,Edge,Sport,AWD,38382,27999,
1997,2016,Ford,Edge,Sport,AWD,37091,27490,
1998,2018,Ford,Edge,Titanium,FWD,39627,25411,
1999,2016,Ford,Edge,SEL,AWD,34862,24987,
2000,2007,Ford,Edge,SEL,AWD,176368,5995,
2001,2017,Ford,Edge,SEL,AWD,82192,21990,
2002,2016,Ford,Edge,SEL,FWD,23850,25995,
2003,2016,Ford,Edge,Titanium,AWD,17683,28998,
2004,2018,Ford,Edge,Titanium,FWD,14313,27838,
2005,2016,Ford,Edge,SEL,FWD,22267,25750,
2006,2017,Ford,Edge,Titanium,FWD,30020,24690,
2007,2016,Ford,Edge,SEL,AWD,20008,26000,
2008,2015,Ford,Edge,SEL,AWD,40986,22991,
2009,2016,Ford,Edge,SEL,AWD,77477,20374,
2010,2008,Ford,Edge,Limited,AWD,198357,7495,
2011,2016,Ford,Edge,Sport,AWD,44197,26979,
2012,2013,Ford,Edge,Sport,FWD,105425,15914,
2013,2018,Ford,Edge,Titanium,FWD,39919,25612,
2014,2016,Ford,Edge,Sport,AWD,20190,29995,
2015,2018,Ford,Edge,Titanium,FWD,15372,26988,
2016,2018,Ford,Edge,Titanium,FWD,22319,26891,
2017,2018,Ford,Edge,Titanium,FWD,33068,26369,
2018,2016,Ford,Edge,SEL,AWD,64545,21499,
2019,2018,Ford,Edge,SEL,FWD,40372,24750,
2020,2016,Ford,Edge,SEL,AWD,44399,23995,
2021,2018,Ford,Edge,Titanium,FWD,35049,26660,
2022,2014,Ford,Edge,SE,FWD,95969,17495,
2023,2016,Ford,Edge,Titanium,AWD,29608,27995,
2024,2018,Ford,Edge,SEL,FWD,29,28688,
2025,2016,Ford,Edge,Titanium,AWD,18218,29890,
2026,2018,Ford,Edge,Titanium,FWD,37396,25900,
2027,2016,Ford,Edge,SEL,AWD,41035,24694,
2028,2011,Ford,Edge,SE,FWD,95940,15395,
2029,2016,Ford,Edge,Sport,AWD,30593,27991,
2030,2016,Ford,Edge,SEL,AWD,47643,22987,
2031,2018,Ford,Edge,SEL,FWD,7760,27999,
2032,2019,Ford,Edge,SEL,AWD,2047,41280,
2033,2016,Ford,Edge,SEL,FWD,27610,25466,
2034,2017,Ford,Edge,Titanium,FWD,31912,24991,
2035,2017,Ford,Edge,Titanium,FWD,48584,23950,
2036,2010,Ford,Edge,Limited,AWD,88685,14995,
2037,2018,Ford,Edge,Titanium,FWD,32223,25848,
2038,2018,Ford,Edge,SEL,FWD,961,28995,
2039,2018,Ford,Edge,Titanium,FWD,36096,25900,
2040,2015,Ford,Edge,Sport,AWD,23408,26873,
2041,2016,Ford,Edge,Sport,AWD,81895,22989,
2042,2016,Ford,Edge,SEL,AWD,36649,24850,
2043,2015,Ford,Edge,SEL,AWD,89609,19338,
2044,2018,Ford,Edge,Titanium,FWD,40750,25880,
2045,2016,Ford,Edge,SEL,FWD,23227,25985,
2046,2016,Ford,Edge,SEL,FWD,19368,25555,
2047,2015,Ford,Edge,Sport,AWD,50001,25480,
2048,2016,Ford,Edge,Sport,AWD,29237,27969,
2049,2018,Ford,Edge,Titanium,FWD,35688,26766,
2050,2016,Ford,Edge,SEL,AWD,38494,23971,
2051,2018,Ford,Edge,Titanium,FWD,24046,26977,
2052,2015,Ford,Edge,Titanium,FWD,36202,23591,
2053,2018,Ford,Edge,Titanium,FWD,23968,26995,
2054,2018,Ford,Edge,Titanium,FWD,27876,26974,
2055,2015,Ford,Edge,SEL,AWD,18003,25301,
2056,2019,Ford,Edge,ST,AWD,2010,39777,
2057,2015,Ford,Edge,SEL,AWD,35832,23999,
2058,2016,Ford,Edge,Titanium,AWD,23668,28488,
2059,2011,Ford,Edge,Limited,FWD,140321,11999,
2060,2016,Ford,Edge,SEL,FWD,19293,25991,
2061,2011,Ford,Edge,Limited,AWD,87740,15923,
2062,2016,Ford,Edge,Sport,AWD,29233,28498,
2063,2018,Ford,Edge,Titanium,FWD,47713,24000,
2064,2016,Ford,Edge,SEL,AWD,72135,20489,
2065,2016,Ford,Edge,Titanium,AWD,24428,28199,
2066,2017,Ford,Edge,Titanium,AWD,64503,22812,
2067,2014,Ford,Edge,Limited,AWD,99240,16888,
2068,2016,Ford,Edge,SEL,AWD,23765,25400,
2069,2016,Ford,Edge,Sport,AWD,33156,27697,
2070,2016,Ford,Edge,SEL,FWD,75858,20709,
2071,2018,Ford,Edge,Titanium,AWD,11000,29950,
2072,2016,Ford,Edge,Titanium,AWD,72630,22995,
2073,2018,Ford,Edge,Titanium,FWD,18982,27908,
2074,2014,Ford,Edge,Sport,FWD,56026,20500,
2075,2014,Ford,Edge,Sport,FWD,87709,18688,
2076,2015,Ford,Edge,Sport,AWD,45861,25750,
2077,2016,Ford,Edge,Titanium,AWD,15460,28990,
2078,2016,Ford,Edge,Titanium,AWD,27336,27950,
2079,2016,Ford,Edge,Sport,AWD,40945,26584,
2080,2010,Ford,Edge,Limited,FWD,97830,14195,
2081,2016,Ford,Edge,Sport,AWD,33839,27481,
2082,2016,Ford,Edge,Sport,AWD,58563,25900,
2083,2008,Ford,Edge,SE,FWD,179160,7487,
2084,2018,Ford,Edge,Titanium,FWD,29178,26799,
2085,2016,Ford,Edge,SEL,AWD,31895,24777,
2086,2015,Ford,Edge,SEL,AWD,42470,22371,
2087,2015,Ford,Edge,SEL,AWD,83363,18990,
2088,2015,Ford,Edge,SEL,AWD,99886,18432,
2089,2015,Ford,Edge,Sport,AWD,42516,25893,
2090,2011,Ford,Edge,SEL,FWD,126088,12995,
2091,2018,Ford,Edge,Titanium,FWD,34808,25992,
2092,2018,Ford,Edge,SEL,FWD,8430,27981,
2093,2013,Ford,Edge,Limited,AWD,99554,15998,
2094,2018,Ford,Edge,Titanium,FWD,34932,25992,
2095,2015,Ford,Edge,SEL,AWD,20522,23995,
2096,2011,Ford,Edge,SEL,AWD,90972,15295,
2097,2016,Ford,Edge,SEL,FWD,40104,23822,
2098,2017,Ford,Edge,Titanium,FWD,74038,20995,
2099,2016,Ford,Edge,SEL,AWD,47460,22981,
2100,2015,Ford,Edge,Sport,AWD,26309,26942,
2101,2018,Ford,Edge,SEL,AWD,30710,26995,
2102,2018,Ford,Edge,Titanium,AWD,9848,29990,
2103,2015,Ford,Edge,SEL,AWD,33805,23217,
2104,2018,Ford,Edge,Titanium,FWD,30287,25895,
2105,2015,Ford,Edge,SEL,FWD,41677,23343,
2106,2015,Ford,Edge,SEL,AWD,33643,23949,
2107,2016,Ford,Edge,Titanium,AWD,25734,27481,
2108,2018,Ford,Edge,Titanium,FWD,34979,25000,
2109,2016,Ford,Edge,SEL,AWD,37109,23976,
2110,2016,Ford,Edge,Titanium,AWD,27370,27900,
2111,2015,Ford,Edge,SEL,AWD,41886,23400,
2112,2015,Ford,Edge,SEL,AWD,45642,21990,
2113,2016,Ford,Edge,SEL,AWD,28503,25000,
2114,2018,Ford,Edge,Titanium,FWD,33963,26448,
2115,2018,Ford,Edge,Titanium,FWD,38313,24971,
2116,2018,Ford,Edge,Titanium,FWD,28,30960,
2117,2015,Ford,Edge,Titanium,AWD,44716,24299,
2118,2015,Ford,Edge,SEL,AWD,58155,21800,
2119,2015,Ford,Edge,SEL,FWD,12969,24500,
2120,2008,Ford,Edge,Limited,AWD,115364,10999,
2121,2015,Ford,Edge,Titanium,FWD,30918,24288,
2122,2019,Ford,Edge,Titanium,AWD,9263,38950,
2123,2015,Ford,Edge,Sport,AWD,30266,25950,
2124,2016,Ford,Edge,SEL,AWD,42041,24000,
2125,2018,Ford,Edge,Titanium,FWD,33690,25992,
2126,2012,Ford,Edge,Sport,FWD,101383,15799,
2127,2018,Ford,Edge,Titanium,FWD,36632,24991,
2128,2016,Ford,Edge,Sport,AWD,79289,22995,
2129,2016,Ford,Edge,Titanium,AWD,30353,26952,
2130,2015,Ford,Edge,SEL,FWD,29846,24266,
2131,2018,Ford,Edge,Titanium,FWD,36519,25498,
2132,2018,Ford,Edge,Titanium,FWD,16858,27589,
2133,2018,Ford,Edge,SEL,FWD,3720,28659,
2134,2016,Ford,Edge,Sport,AWD,47608,25899,
2135,2016,Ford,Edge,SEL,AWD,77152,19840,
2136,2015,Ford,Edge,Sport,AWD,40245,25977,
2137,2018,Ford,Edge,Titanium,FWD,31505,25975,
2138,2012,Ford,Edge,SEL,FWD,138987,11950,
2139,2016,Ford,Edge,Sport,AWD,54010,25550,
2140,2015,Ford,Edge,Titanium,FWD,35102,22991,
2141,2014,Ford,Edge,Limited,AWD,95668,16999,
2142,2016,Ford,Edge,SEL,AWD,56638,22470,
2143,2017,Ford,Edge,SEL,FWD,58214,21898,
2144,2017,Ford,Edge,SEL,AWD,32639,25199,
2145,2018,Ford,Edge,Titanium,FWD,36539,25281,
2146,2014,Ford,Edge,Limited,AWD,47704,20998,
2147,2015,Ford,Edge,SEL,AWD,11117,25000,
2148,2016,Ford,Edge,Titanium,AWD,25135,27995,
2149,2015,Ford,Edge,SEL,AWD,34373,23496,
2150,2013,Ford,Edge,Limited,AWD,138111,12599,
2151,2009,Ford,Edge,Sport,AWD,157667,10995,
2152,2016,Ford,Edge,SEL,FWD,16625,25486,
2153,2009,Ford,Edge,SEL,AWD,147153,8999,
2154,2007,Ford,Edge,SEL,AWD,117980,9995,
2155,2015,Ford,Edge,Sport,FWD,28628,25999,
2156,2017,Ford,Edge,SEL,AWD,68033,21375,
2157,2014,Ford,Edge,Limited,FWD,95099,17177,
2158,2019,Ford,Edge,ST,AWD,18285,38111,
2159,2013,Ford,Edge,SE,FWD,82971,17195,
2160,2015,Ford,Edge,Sport,AWD,56778,23994,
2161,2016,Ford,Edge,SEL,AWD,57149,22350,
2162,2013,Ford,Edge,SEL,AWD,161403,10688,
2163,2016,Ford,Edge,SEL,AWD,36051,24874,
2164,2016,Ford,Edge,Titanium,AWD,52722,25490,
2165,2014,Ford,Edge,Limited,AWD,76505,18991,
2166,2016,Ford,Edge,SEL,FWD,47899,23219,
2167,2016,Ford,Edge,Titanium,AWD,33097,27990,
2168,2010,Ford,Edge,Limited,FWD,150363,10288,
2169,2015,Ford,Edge,SEL,AWD,102822,17000,
2170,2016,Ford,Edge,SEL,FWD,51307,21995,
2171,2018,Ford,Edge,Titanium,FWD,70,31000,
2172,2015,Ford,Edge,SEL,AWD,32890,23640,
2173,2015,Ford,Edge,SEL,AWD,24376,24500,
2174,2017,Ford,Edge,SEL,AWD,48275,22977,
2175,2015,Ford,Edge,SEL,AWD,121205,15495,
2176,2018,Ford,Edge,Titanium,FWD,44117,24290,
2177,2016,Ford,Edge,Titanium,AWD,38693,26748,
2178,2015,Ford,Edge,Titanium,AWD,55255,23199,
2179,2014,Ford,Edge,Sport,FWD,73558,19988,
2180,2016,Ford,Edge,SEL,FWD,82026,19574,
2181,2018,Ford,Edge,Titanium,FWD,28039,25995,
2182,2017,Ford,Edge,SEL,FWD,19783,25995,
2183,2016,Ford,Edge,SEL,FWD,24529,24888,
2184,2014,Ford,Edge,Limited,AWD,116649,14995,
2185,2016,Ford,Edge,Titanium,AWD,24029,26997,
2186,2019,Ford,Edge,ST,AWD,1209,38900,
2187,2018,Ford,Edge,Titanium,FWD,40571,25000,
2188,2015,Ford,Edge,SEL,AWD,38940,22995,
2189,2019,Ford,Edge,ST,AWD,119,38995,
2190,2019,Ford,Edge,Titanium,AWD,741,39763,
2191,2016,Ford,Edge,SEL,FWD,62649,21988,
2192,2017,Ford,Edge,Titanium,FWD,32750,24950,
2193,2018,Ford,Edge,Titanium,FWD,34882,25495,
2194,2016,Ford,Edge,Titanium,AWD,15790,28981,
2195,2016,Ford,Edge,Titanium,AWD,31047,26632,
2196,2016,Ford,Edge,Sport,AWD,35061,27442,
2197,2013,Ford,Edge,SEL,FWD,72697,17995,
2198,2015,Ford,Edge,SEL,AWD,32185,23606,
2199,2015,Ford,Edge,Titanium,FWD,52728,21906,
2200,2017,Ford,Edge,Titanium,AWD,31435,27499,
2201,2015,Ford,Edge,SEL,AWD,22227,24447,
2202,2016,Ford,Edge,Sport,AWD,46060,26164,
2203,2015,Ford,Edge,SEL,AWD,52034,21165,
2204,2015,Ford,Edge,SEL,FWD,63859,20999,
2205,2015,Ford,Edge,SEL,AWD,21700,24500,
2206,2015,Ford,Edge,Titanium,AWD,14121,26896,
2207,2015,Ford,Edge,SEL,FWD,26949,22995,
2208,2011,Ford,Edge,Limited,FWD,113051,12993,
2209,2018,Ford,Edge,Titanium,AWD,19757,29074,
2210,2012,Ford,Edge,SEL,AWD,95208,15195,
2211,2016,Ford,Edge,SEL,FWD,52465,21900,
2212,2015,Ford,Edge,SEL,AWD,85896,18936,
2213,2017,Ford,Edge,SEL,FWD,18096,25995,
2214,2015,Ford,Edge,Sport,AWD,21002,27500,
2215,2013,Ford,Edge,SEL,AWD,83546,16898,
2216,2018,Ford,Edge,Titanium,AWD,31724,27000,
2217,2015,Ford,Edge,Titanium,FWD,37315,22995,
2218,2010,Ford,Edge,SEL,AWD,88075,14395,
2219,2016,Ford,Edge,SEL,AWD,39382,23884,
2220,2018,Ford,Edge,Titanium,FWD,32079,25995,
2221,2018,Ford,Edge,Titanium,FWD,25568,26300,
2222,2016,Ford,Edge,SEL,FWD,21773,24500,
2223,2015,Ford,Edge,SEL,AWD,36064,23995,
2224,2018,Ford,Edge,SEL,FWD,35597,24696,
2225,2018,Ford,Edge,Titanium,AWD,13832,29994,
2226,2013,Ford,Edge,Limited,AWD,119737,13950,
2227,2018,Ford,Edge,SEL,FWD,16420,26990,
2228,2018,Ford,Edge,Titanium,FWD,28117,26449,
2229,2016,Ford,Edge,Titanium,AWD,103745,20300,
2230,2015,Ford,Edge,SEL,AWD,59580,21200,
2231,2013,Ford,Edge,Limited,FWD,93124,16999,
2232,2017,Ford,Edge,SEL,AWD,56863,22995,
2233,2018,Ford,Edge,Titanium,FWD,38188,24979,
2234,2015,Ford,Edge,Titanium,AWD,77027,20998,
2235,2013,Ford,Edge,SEL,FWD,106455,15095,
2236,2018,Ford,Edge,Titanium,FWD,42334,23992,
2237,2015,Ford,Edge,SEL,FWD,37948,21995,
2238,2017,Ford,Edge,SEL,AWD,79441,19985,
2239,2018,Ford,Edge,SEL,AWD,21,30981,
2240,2019,Ford,Edge,ST,AWD,16024,38107,
2241,2015,Ford,Edge,Sport,AWD,90641,20597,
2242,2018,Ford,Edge,Titanium,FWD,13376,27428,
2243,2015,Ford,Edge,Sport,AWD,48944,23975,
2244,2014,Ford,Edge,Limited,FWD,42275,21750,
2245,2015,Ford,Edge,SEL,AWD,28970,23000,
2246,2018,Ford,Edge,SEL,AWD,161,30985,
2247,2016,Ford,Edge,Titanium,AWD,11429,28495,
2248,2014,Ford,Edge,Limited,AWD,146526,12995,
2249,2016,Ford,Edge,Titanium,AWD,31221,26995,
2250,2018,Ford,Edge,Titanium,FWD,30688,25600,
2251,2014,Ford,Edge,Limited,AWD,101399,16900,
2252,2015,Ford,Edge,SEL,AWD,122548,15590,
2253,2016,Ford,Edge,SEL,AWD,80382,19990,
2254,2017,Ford,Edge,Titanium,AWD,31498,26997,
2255,2013,Ford,Edge,SEL,AWD,70741,17900,
2256,2018,Ford,Edge,Titanium,AWD,23913,28500,
2257,2016,Ford,Edge,SEL,FWD,15828,24900,
2258,2015,Ford,Edge,Sport,AWD,54483,24000,
2259,2015,Ford,Edge,SEL,AWD,53639,20990,
2260,2018,Ford,Edge,Titanium,FWD,38304,24995,
2261,2016,Ford,Edge,SEL,FWD,33697,23300,
2262,2016,Ford,Edge,Titanium,AWD,32165,26572,
2263,2018,Ford,Edge,Titanium,FWD,35830,25978,
2264,2015,Ford,Edge,Sport,FWD,61933,22995,
2265,2018,Ford,Edge,Titanium,FWD,43257,24194,
2266,2016,Ford,Edge,SEL,AWD,28025,25474,
2267,2017,Ford,Edge,SEL,AWD,43308,23849,
2268,2018,Ford,Edge,Titanium,FWD,40251,24389,
2269,2016,Ford,Edge,Titanium,AWD,36993,26555,
2270,2016,Ford,Edge,Titanium,AWD,25938,26500,
2271,2018,Ford,Edge,Titanium,FWD,35780,24988,
2272,2018,Ford,Edge,Titanium,AWD,27110,27411,
2273,2015,Ford,Edge,Sport,AWD,50772,24551,
2274,2017,Ford,Edge,SEL,AWD,61060,21436,
2275,2018,Ford,Edge,SEL,FWD,4781,27995,
2276,2018,Ford,Edge,Titanium,FWD,36580,25000,
2277,2012,Ford,Edge,Limited,AWD,83604,15995,
2278,2018,Ford,Edge,Titanium,FWD,36497,25967,
2279,2015,Ford,Edge,SEL,FWD,63320,20458,
2280,2016,Ford,Edge,Sport,AWD,60815,24331,
2281,2015,Ford,Edge,Sport,AWD,32382,25493,
2282,2016,Ford,Edge,Titanium,AWD,31051,26500,
2283,2018,Ford,Edge,Titanium,FWD,37569,25728,
2284,2007,Ford,Edge,SE,FWD,159395,5833,
2285,2016,Ford,Edge,SEL,FWD,16482,25588,
2286,2015,Ford,Edge,SEL,AWD,52255,21995,
2287,2013,Ford,Edge,SEL,FWD,106076,14895,
2288,2018,Ford,Edge,Titanium,FWD,37520,24975,
2289,2018,Ford,Edge,Titanium,FWD,29723,25623,
2290,2015,Ford,Edge,SEL,FWD,40432,21777,
2291,2018,Ford,Edge,Titanium,FWD,37461,25750,
2292,2016,Ford,Edge,Titanium,AWD,35648,26480,
2293,2018,Ford,Edge,Titanium,AWD,26188,27985,
2294,2015,Ford,Edge,Sport,AWD,35200,25500,
2295,2016,Ford,Edge,SEL,FWD,46388,22000,
2296,2018,Ford,Edge,Titanium,AWD,23480,27988,
2297,2018,Ford,Edge,Titanium,AWD,15932,29288,
2298,2016,Ford,Edge,Titanium,AWD,55455,23998,
2299,2015,Ford,Edge,Titanium,AWD,30814,25477,
2300,2015,Ford,Edge,Titanium,AWD,23126,25536,
