2008,Ford,Edge,SEL,AWD,158082,N/A
2008,Ford,Edge,SEL,AWD,165003,N/A
2008,Ford,Edge,Limited,FWD,162254,N/A
2008,Ford,Edge,SEL,AWD,155510,N/A
2008,Ford,Edge,SE,FWD,167877,N/A
2011,Ford,Edge,SE,FWD,188279,N/A
2010,Ford,Edge,SE,FWD,171991,N/A
2007,Ford,Edge,SEL,FWD,159020,N/A
2007,Ford,Edge,SE,FWD,166481,N/A
2008,Ford,Edge,Limited,AWD,177851,N/A
2007,Ford,Edge,SE,FWD,166198,N/A
2010,Ford,Edge,SE,FWD,195996,N/A
2007,Ford,Edge,SEL,FWD,181164,N/A
2011,Ford,Edge,SEL,FWD,229927,N/A
2010,Ford,Edge,SE,FWD,231234,N/A
2007,Ford,Edge,SE,FWD,221125,N/A
2010,Ford,Edge,SEL,FWD,309896,N/A
2009,Ford,Edge,SEL,FWD,103870,N/A
2011,Ford,Edge,SEL,FWD,128628,N/A
2008,Ford,Edge,Limited,AWD,95935,N/A
2011,Ford,Edge,SEL,FWD,132511,N/A
2008,Ford,Edge,Limited,FWD,108074,N/A
2010,Ford,Edge,SEL,AWD,127183,N/A
2012,Ford,Edge,SEL,FWD,144556,N/A
2012,Ford,Edge,SEL,FWD,154050,N/A
2011,Ford,Edge,Sport,AWD,139708,N/A
2013,Ford,Edge,Limited,FWD,156033,N/A
2008,Ford,Edge,SEL,FWD,108395,N/A
2011,Ford,Edge,SEL,FWD,145000,N/A
2010,Ford,Edge,SEL,FWD,136165,N/A
2007,Ford,Edge,SEL,FWD,117510,N/A
2008,Ford,Edge,Limited,AWD,117496,N/A
2011,Ford,Edge,Limited,AWD,154912,N/A
2011,Ford,Edge,SEL,FWD,144260,N/A
2009,Ford,Edge,Limited,AWD,136846,N/A
2012,Ford,Edge,Limited,FWD,154122,N/A
2007,Ford,Edge,SE,AWD,122727,N/A
2010,Ford,Edge,SEL,FWD,138754,N/A
2008,Ford,Edge,SEL,AWD,135477,N/A
2009,Ford,Edge,SEL,AWD,148515,N/A
2010,Ford,Edge,Limited,AWD,159414,N/A
2008,Ford,Edge,SEL,FWD,149510,N/A
2010,Ford,Edge,Limited,AWD,165687,N/A
2008,Ford,Edge,SEL,AWD,156823,N/A
2012,Ford,Edge,Limited,FWD,98568,N/A
2011,Ford,Edge,SEL,FWD,100064,N/A
2013,Ford,Edge,SE,FWD,109134,N/A
2012,Ford,Edge,Limited,AWD,103269,N/A
2011,Ford,Edge,Limited,FWD,109976,N/A
2013,Ford,Edge,SE,FWD,126553,N/A
2011,Ford,Edge,SE,FWD,103221,N/A
2013,Ford,Edge,SEL,AWD,122254,N/A
2011,Ford,Edge,SEL,AWD,109049,N/A
2010,Ford,Edge,SEL,FWD,101402,N/A
2009,Ford,Edge,SEL,AWD,95967,N/A
2008,Ford,Edge,SEL,FWD,88053,N/A
2013,Ford,Edge,SEL,FWD,136060,N/A
2010,Ford,Edge,SEL,FWD,96351,N/A
2013,Ford,Edge,Limited,AWD,145125,N/A
2009,Ford,Edge,SEL,FWD,98278,N/A
2013,Ford,Edge,SEL,FWD,139587,N/A
2008,Ford,Edge,Limited,AWD,88343,N/A
2009,Ford,Edge,SE,FWD,101671,N/A
2013,Ford,Edge,SEL,FWD,128763,N/A
2010,Ford,Edge,Limited,FWD,113894,N/A
2010,Ford,Edge,Limited,AWD,111890,N/A
2009,Ford,Edge,SE,FWD,106102,N/A
2011,Ford,Edge,SEL,FWD,122772,N/A
2010,Ford,Edge,Limited,FWD,120247,N/A
2011,Ford,Edge,SE,FWD,122167,N/A
2008,Ford,Edge,Limited,AWD,101064,N/A
2011,Ford,Edge,Limited,FWD,125934,N/A
2007,Ford,Edge,SE,AWD,92444,N/A
2013,Ford,Edge,SE,FWD,136593,N/A
2013,Ford,Edge,SEL,AWD,94125,N/A
2013,Ford,Edge,Limited,AWD,100892,N/A
2013,Ford,Edge,Limited,FWD,95862,N/A
2013,Ford,Edge,SEL,AWD,94591,N/A
2013,Ford,Edge,SEL,AWD,89421,N/A
2013,Ford,Edge,Limited,AWD,112597,N/A
2012,Ford,Edge,SEL,AWD,81641,N/A
2012,Ford,Edge,SEL,FWD,91430,N/A
2014,Ford,Edge,Limited,FWD,99918,N/A
2012,Ford,Edge,Limited,AWD,94588,N/A
2013,Ford,Edge,SEL,AWD,99513,N/A
2013,Ford,Edge,SE,FWD,95037,N/A
2012,Ford,Edge,Limited,FWD,87383,N/A
2010,Ford,Edge,SE,FWD,80443,N/A
2016,Ford,Edge,SEL,AWD,125015,N/A
2012,Ford,Edge,SEL,FWD,97925,N/A
2013,Ford,Edge,Limited,FWD,102864,N/A
2008,Ford,Edge,Limited,AWD,64466,N/A
2011,Ford,Edge,Sport,AWD,91110,N/A
2011,Ford,Edge,Limited,AWD,92905,N/A
2012,Ford,Edge,Limited,FWD,108084,N/A
2012,Ford,Edge,SEL,AWD,99656,N/A
2011,Ford,Edge,Limited,AWD,94574,N/A
2010,Ford,Edge,Limited,FWD,82567,N/A
2015,Ford,Edge,SEL,AWD,129679,N/A
2014,Ford,Edge,Limited,FWD,119113,N/A
2013,Ford,Edge,SEL,FWD,113756,N/A
2010,Ford,Edge,Limited,AWD,78007,N/A
2013,Ford,Edge,SEL,AWD,115551,N/A
2011,Ford,Edge,SE,FWD,105275,N/A
2015,Ford,Edge,Titanium,AWD,70103,N/A
2016,Ford,Edge,SE,FWD,75200,N/A
2014,Ford,Edge,SEL,FWD,68266,N/A
2014,Ford,Edge,SE,FWD,68565,N/A
2012,Ford,Edge,Limited,FWD,51423,N/A
2016,Ford,Edge,SE,FWD,92098,N/A
2015,Ford,Edge,Titanium,FWD,75225,N/A
2014,Ford,Edge,Limited,AWD,63145,N/A
2015,Ford,Edge,SEL,AWD,79104,N/A
2014,Ford,Edge,SEL,AWD,72330,N/A
2013,Ford,Edge,Limited,FWD,71393,N/A
2014,Ford,Edge,SEL,AWD,81714,N/A
2015,Ford,Edge,SEL,FWD,75762,N/A
2016,Ford,Edge,SEL,AWD,90580,N/A
2016,Ford,Edge,Titanium,AWD,103677,N/A
2013,Ford,Edge,Limited,AWD,83945,N/A
2014,Ford,Edge,SE,AWD,78649,N/A
2014,Ford,Edge,SEL,FWD,83599,N/A
2013,Ford,Edge,Limited,FWD,73814,N/A
2014,Ford,Edge,SEL,AWD,90003,N/A
2012,Ford,Edge,SEL,AWD,75033,N/A
2013,Ford,Edge,SEL,FWD,84274,N/A
2014,Ford,Edge,SEL,FWD,86000,N/A
2014,Ford,Edge,SE,FWD,86537,N/A
2013,Ford,Edge,Limited,AWD,78713,N/A
2013,Ford,Edge,SEL,FWD,89764,N/A
2010,Ford,Edge,Limited,FWD,80107,N/A
2013,Ford,Edge,Limited,FWD,77223,N/A
2014,Ford,Edge,SEL,FWD,110148,N/A
2016,Ford,Edge,SEL,AWD,59856,N/A
2016,Ford,Edge,SEL,AWD,48045,N/A
2017,Ford,Edge,SEL,AWD,60151,N/A
2014,Ford,Edge,Sport,AWD,52539,N/A
2015,Ford,Edge,Titanium,AWD,48691,N/A
2017,Ford,Edge,SEL,AWD,76805,N/A
2015,Ford,Edge,SEL,AWD,45295,N/A
2013,Ford,Edge,SE,FWD,44165,N/A
2015,Ford,Edge,SEL,AWD,64473,N/A
2016,Ford,Edge,Titanium,AWD,55767,N/A
2015,Ford,Edge,Titanium,FWD,47903,N/A
2016,Ford,Edge,Titanium,AWD,64958,N/A
2016,Ford,Edge,Titanium,FWD,60630,N/A
2016,Ford,Edge,Titanium,AWD,68089,N/A
2015,Ford,Edge,Titanium,FWD,59500,N/A
2015,Ford,Edge,Sport,FWD,56847,N/A
2014,Ford,Edge,Limited,FWD,62925,N/A
2014,Ford,Edge,Limited,FWD,54783,N/A
2017,Ford,Edge,SEL,FWD,69858,N/A
2015,Ford,Edge,SEL,FWD,62829,N/A
2014,Ford,Edge,SEL,FWD,55596,N/A
2015,Ford,Edge,Sport,AWD,74173,N/A
2016,Ford,Edge,SEL,AWD,81551,N/A
2015,Ford,Edge,Sport,AWD,68741,N/A
2015,Ford,Edge,Titanium,FWD,71152,N/A
2016,Ford,Edge,SE,AWD,83816,N/A
2013,Ford,Edge,SEL,FWD,48252,N/A
2015,Ford,Edge,Titanium,AWD,79102,N/A
2016,Ford,Edge,SEL,FWD,76934,N/A
2013,Ford,Edge,Limited,AWD,71305,N/A
2015,Ford,Edge,SEL,FWD,36328,N/A
2016,Ford,Edge,SEL,AWD,51527,N/A
2016,Ford,Edge,SEL,AWD,38673,N/A
2016,Ford,Edge,Titanium,AWD,31761,N/A
2016,Ford,Edge,Titanium,FWD,44899,N/A
2016,Ford,Edge,SEL,FWD,37697,N/A
2015,Ford,Edge,SEL,FWD,41357,N/A
2015,Ford,Edge,SEL,AWD,37684,N/A
2015,Ford,Edge,SEL,AWD,52036,N/A
2016,Ford,Edge,SEL,FWD,44455,N/A
2016,Ford,Edge,SEL,FWD,48609,N/A
2015,Ford,Edge,Titanium,FWD,39920,N/A
2016,Ford,Edge,SEL,AWD,37960,N/A
2015,Ford,Edge,SEL,AWD,30223,N/A
2015,Ford,Edge,SE,FWD,41683,N/A
2015,Ford,Edge,SE,FWD,48213,N/A
2016,Ford,Edge,Titanium,AWD,52131,N/A
2016,Ford,Edge,Titanium,AWD,52992,N/A
2016,Ford,Edge,SE,AWD,43161,N/A
2016,Ford,Edge,Sport,AWD,54368,N/A
2015,Ford,Edge,SEL,AWD,45650,N/A
2017,Ford,Edge,SEL,FWD,48130,N/A
2016,Ford,Edge,Titanium,AWD,62144,N/A
2015,Ford,Edge,SEL,FWD,47748,N/A
2016,Ford,Edge,SEL,AWD,57206,N/A
2014,Ford,Edge,Limited,AWD,39324,N/A
2016,Ford,Edge,Titanium,AWD,44986,N/A
2015,Ford,Edge,Titanium,FWD,37105,N/A
2013,Ford,Edge,SEL,AWD,52454,N/A
2016,Ford,Edge,Titanium,AWD,59648,N/A
2016,Ford,Edge,SEL,AWD,41552,N/A
2016,Ford,Edge,Sport,AWD,29316,N/A
2016,Ford,Edge,Titanium,FWD,33878,N/A
2016,Ford,Edge,SEL,AWD,30940,N/A
2016,Ford,Edge,Titanium,AWD,30072,N/A
2015,Ford,Edge,Titanium,AWD,22090,N/A
2017,Ford,Edge,SEL,FWD,37426,N/A
2016,Ford,Edge,SE,FWD,31730,N/A
2016,Ford,Edge,SEL,AWD,31949,N/A
2016,Ford,Edge,SEL,AWD,32586,N/A
2016,Ford,Edge,SE,FWD,33013,N/A
2016,Ford,Edge,SEL,FWD,22957,N/A
2016,Ford,Edge,SE,FWD,25921,N/A
2017,Ford,Edge,SEL,AWD,40375,N/A
2015,Ford,Edge,Titanium,AWD,38100,N/A
2016,Ford,Edge,Sport,AWD,35977,N/A
2016,Ford,Edge,Titanium,AWD,38876,N/A
2016,Ford,Edge,Titanium,AWD,31728,N/A
2015,Ford,Edge,SEL,AWD,26607,N/A
2016,Ford,Edge,SE,FWD,43018,N/A
2015,Ford,Edge,SEL,FWD,28503,N/A
2016,Ford,Edge,SEL,FWD,36322,N/A
2015,Ford,Edge,SEL,AWD,19094,N/A
2015,Ford,Edge,SEL,AWD,50016,N/A
2016,Ford,Edge,Sport,AWD,38953,N/A
2016,Ford,Edge,SEL,AWD,37484,N/A
2015,Ford,Edge,SEL,AWD,21449,N/A
2017,Ford,Edge,SEL,AWD,35419,N/A
2016,Ford,Edge,SEL,AWD,40532,N/A
2016,Ford,Edge,Titanium,FWD,46610,N/A
2018,Ford,Edge,Titanium,AWD,32013,N/A
2018,Ford,Edge,SEL,AWD,34052,N/A
2017,Ford,Edge,Titanium,AWD,26042,N/A
2017,Ford,Edge,SE,AWD,26684,N/A
2015,Ford,Edge,SEL,FWD,25158,N/A
2018,Ford,Edge,Titanium,AWD,34585,N/A
2016,Ford,Edge,SEL,AWD,27283,N/A
2017,Ford,Edge,Titanium,AWD,30000,N/A
2018,Ford,Edge,Titanium,AWD,39064,N/A
2017,Ford,Edge,SEL,AWD,16169,N/A
2016,Ford,Edge,SEL,FWD,27244,N/A
2017,Ford,Edge,SE,AWD,30776,N/A
2018,Ford,Edge,Titanium,AWD,39929,N/A
2016,Ford,Edge,SE,AWD,25559,N/A
2016,Ford,Edge,SEL,AWD,21544,N/A
2016,Ford,Edge,SEL,AWD,23495,N/A
2018,Ford,Edge,Titanium,AWD,39161,N/A
2016,Ford,Edge,SEL,FWD,31071,N/A
2015,Ford,Edge,SEL,AWD,36045,N/A
2016,Ford,Edge,Titanium,AWD,25708,N/A
2015,Ford,Edge,Titanium,FWD,21409,N/A
2018,Ford,Edge,Titanium,FWD,32287,N/A
2016,Ford,Edge,SEL,FWD,32041,N/A
2016,Ford,Edge,SEL,FWD,27542,N/A
2016,Ford,Edge,Titanium,FWD,39512,N/A
2015,Ford,Edge,SE,AWD,20157,N/A
2017,Ford,Edge,Sport,AWD,44778,N/A
2015,Ford,Edge,SEL,FWD,27062,N/A
2017,Ford,Edge,Sport,AWD,36913,N/A
2016,Ford,Edge,SEL,FWD,20258,N/A
2018,Ford,Edge,Sport,AWD,8825,N/A
2018,Ford,Edge,Sport,AWD,8823,N/A
2018,Ford,Edge,SEL,AWD,8869,N/A
2018,Ford,Edge,SEL,AWD,9849,N/A
2018,Ford,Edge,SEL,AWD,10009,N/A
2018,Ford,Edge,SE,FWD,22575,N/A
2018,Ford,Edge,Sport,AWD,11541,N/A
2018,Ford,Edge,Sport,AWD,12130,N/A
2018,Ford,Edge,Titanium,AWD,15879,N/A
2018,Ford,Edge,Sport,AWD,17084,N/A
2017,Ford,Edge,Sport,AWD,12158,N/A
2017,Ford,Edge,SE,FWD,10421,N/A
2018,Ford,Edge,SEL,AWD,22799,N/A
2018,Ford,Edge,SEL,FWD,13861,N/A
2015,Ford,Edge,SEL,AWD,18190,N/A
2018,Ford,Edge,SEL,AWD,33157,N/A
2017,Ford,Edge,SE,FWD,16206,N/A
2018,Ford,Edge,SEL,AWD,33458,N/A
2017,Ford,Edge,Titanium,AWD,19249,N/A
2018,Ford,Edge,SEL,AWD,33338,N/A
2018,Ford,Edge,Titanium,FWD,29046,N/A
2016,Ford,Edge,SEL,AWD,21920,N/A
2017,Ford,Edge,SEL,FWD,18715,N/A
2018,Ford,Edge,SEL,AWD,28279,N/A
2018,Ford,Edge,Titanium,FWD,38787,N/A
2018,Ford,Edge,Titanium,FWD,32607,N/A
2017,Ford,Edge,SE,AWD,12756,N/A
2018,Ford,Edge,Titanium,FWD,36008,N/A
2017,Ford,Edge,Titanium,FWD,27860,N/A
2017,Ford,Edge,Titanium,FWD,22729,N/A
2018,Ford,Edge,Sport,AWD,6861,35091
2018,Ford,Edge,Titanium,AWD,37387,30099
2016,Ford,Edge,Titanium,AWD,23072,30999
